,settlementDate,settlementPeriod,systemSellPrice,systemBuyPrice,netImbalanceVolume
2334,2023-11-18,29,26.5,26.5,-269.96918
2335,2023-11-18,30,26.53,26.53,-281.3162
2336,2023-11-18,31,26.56,26.56,-479.2396
2337,2023-11-18,32,26.76,26.76,-279.2693
2338,2023-11-18,33,125.8,125.8,35.3806
2339,2023-11-18,34,132.0,132.0,473.341
2340,2023-11-18,35,132.0,132.0,313.4888
2341,2023-11-18,36,125.8,125.8,108.0535
2342,2023-11-18,37,132.0,132.0,379.2419
2343,2023-11-18,38,132.0,132.0,252.1271
2344,2023-11-18,39,125.8,125.8,58.6087
2345,2023-11-18,40,125.8,125.8,23.0249
2346,2023-11-18,41,130.0,130.0,327.7669
2347,2023-11-18,42,128.5,128.5,200.9475
2348,2023-11-18,43,125.0,125.0,97.831
2349,2023-11-18,44,-40.05,-40.05,-357.3347
2350,2023-11-18,45,5.0,5.0,-375.093
2351,2023-11-18,46,0.0,0.0,-378.9496
2352,2023-11-18,47,8.29,8.29,-221.9166
2353,2023-11-18,48,6.82,6.82,-294.0195
2354,2023-11-19,1,-2.57,-2.57,-489.4652
2355,2023-11-19,2,-1.57013,-1.57013,-259.237
2356,2023-11-19,3,-2.71,-2.71,-0.3745
2357,2023-11-19,4,-3.8,-3.8,-126.1118
2358,2023-11-19,5,125.0,125.0,50.99902
2359,2023-11-19,6,125.0,125.0,68.56521
2360,2023-11-19,7,-12.83,-12.83,-36.8181
2361,2023-11-19,8,-13.22,-13.22,-145.6461
2362,2023-11-19,9,-19.14993,-19.14993,-330.277
2363,2023-11-19,10,-20.31,-20.31,-389.3802
2364,2023-11-19,11,-19.58,-19.58,-824.4335
2365,2023-11-19,12,-19.53,-19.53,-789.1702
2366,2023-11-19,13,-14.25008,-14.25008,-526.9323
2367,2023-11-19,14,-11.93,-11.93,-201.9591
2368,2023-11-19,15,3.41,3.41,-160.6111
2369,2023-11-19,16,2.67,2.67,-284.902
2370,2023-11-19,17,-40.05,-40.05,-154.62018
2371,2023-11-19,18,128.0,128.0,284.15158
2372,2023-11-19,19,128.0,128.0,149.1269
2373,2023-11-19,20,128.0,128.0,163.0767
2374,2023-11-19,21,120.0,120.0,56.7404
2375,2023-11-19,22,128.0,128.0,178.3452
2376,2023-11-19,23,120.0,120.0,64.1664
2377,2023-11-19,24,21.05,21.05,-3.87379
2378,2023-11-19,25,129.0,129.0,157.3297
2379,2023-11-19,26,170.0,170.0,283.4008
2380,2023-11-19,27,120.0,120.0,451.075
2381,2023-11-19,28,120.0,120.0,367.7082
2382,2023-11-19,29,120.0,120.0,153.9669
2383,2023-11-19,30,120.0,120.0,68.7832
2384,2023-11-19,31,120.0,120.0,7.0153
2385,2023-11-19,32,120.0,120.0,4.4108
2386,2023-11-19,33,120.0,120.0,212.6456
2387,2023-11-19,34,132.0,132.0,567.1005
2388,2023-11-19,35,132.0,132.0,460.7079
2389,2023-11-19,36,132.0,132.0,391.2422
2390,2023-11-19,37,120.0,120.0,253.8504
2391,2023-11-19,38,120.0,120.0,176.5683
2392,2023-11-19,39,131.9,131.9,257.3523
2393,2023-11-19,40,50.11,50.11,-45.64971
2394,2023-11-19,41,50.11,50.11,-92.68352
2395,2023-11-19,42,50.11,50.11,-167.12122
2396,2023-11-19,43,50.13,50.13,-74.10941
2397,2023-11-19,44,109.4,109.4,2.319
2398,2023-11-19,45,109.4,109.4,94.5709
2399,2023-11-19,46,0.0,0.0,-82.6674
2400,2023-11-19,47,64.24,64.24,-91.1646
2401,2023-11-19,48,109.4,109.4,73.171
2402,2023-11-20,1,119.0,119.0,123.5586
2403,2023-11-20,2,71.94,71.94,52.32761
2404,2023-11-20,3,58.1,58.1,50.60089
2405,2023-11-20,4,66.56,66.56,115.8724
2406,2023-11-20,5,73.58,73.58,160.0696
2407,2023-11-20,6,119.0,119.0,195.4383
2408,2023-11-20,7,59.43,59.43,-61.3427
2409,2023-11-20,8,59.43,59.43,-56.692
2410,2023-11-20,9,70.76,70.76,-167.6772
2411,2023-11-20,10,71.17,71.17,-112.0575
2412,2023-11-20,11,88.27,88.27,-67.2701
2413,2023-11-20,12,88.27,88.27,-30.5681
2414,2023-11-20,13,109.4,109.4,20.5615
2415,2023-11-20,14,109.4,109.4,79.3963
2416,2023-11-20,15,118.85,118.85,580.801
2417,2023-11-20,16,123.4002,123.4002,646.7995
2418,2023-11-20,17,125.0,125.0,82.6331
2419,2023-11-20,18,63.7,63.7,-51.1327
2420,2023-11-20,19,63.7,63.7,-164.1384
2421,2023-11-20,20,72.0,72.0,-125.4111
2422,2023-11-20,21,45.0,45.0,-374.7238
2423,2023-11-20,22,51.44,51.44,-362.8418
2424,2023-11-20,23,90.53,90.53,-173.86288
2425,2023-11-20,24,66.06,66.06,-347.67657
2426,2023-11-20,25,94.22,94.22,-56.20821
2427,2023-11-20,26,90.18,90.18,-180.67113
2428,2023-11-20,27,94.02,94.02,-219.05566
2429,2023-11-20,28,94.05,94.05,-106.77979
2430,2023-11-20,29,129.0,129.0,96.85269
2431,2023-11-20,30,136.9,136.9,227.9447
2432,2023-11-20,31,137.5,137.5,328.5206
2433,2023-11-20,32,137.5,137.5,288.5999
2434,2023-11-20,33,137.5,137.5,59.0717
2435,2023-11-20,34,137.5,137.5,99.0197
2436,2023-11-20,35,137.5,137.5,13.2409
2437,2023-11-20,36,82.59,82.59,-35.6248
2438,2023-11-20,37,141.0,141.0,129.9462
2439,2023-11-20,38,141.0,141.0,159.1493
2440,2023-11-20,39,141.0,141.0,131.0919
2441,2023-11-20,40,141.0,141.0,262.922
2442,2023-11-20,41,71.7,71.7,-15.71369
2443,2023-11-20,42,90.33,90.33,-0.87332
2444,2023-11-20,43,71.7,71.7,-29.4842
2445,2023-11-20,44,89.69,89.69,-20.61401
2446,2023-11-20,45,92.61,92.61,-167.8071
2447,2023-11-20,46,90.89,90.89,-254.3107
2448,2023-11-20,47,55.0,55.0,-488.2422
2449,2023-11-20,48,72.0,72.0,-244.63809
2450,2023-11-21,1,72.0,72.0,-38.6681
2451,2023-11-21,2,72.11,72.11,-8.8411
2452,2023-11-21,3,72.0,72.0,-195.00809
2453,2023-11-21,4,72.0,72.0,-179.0333
2454,2023-11-21,5,72.0,72.0,-158.17502
2455,2023-11-21,6,72.0,72.0,-318.7246
2456,2023-11-21,7,72.0,72.0,-438.4638
2457,2023-11-21,8,20.0,20.0,-570.5404
2458,2023-11-21,9,72.0,72.0,-488.9478
2459,2023-11-21,10,72.0,72.0,-117.19149
2460,2023-11-21,11,161.0,161.0,60.8958
2461,2023-11-21,12,161.0,161.0,70.048
2462,2023-11-21,13,152.04524,152.04524,73.4659
2463,2023-11-21,14,72.1,72.1,-66.11279
2464,2023-11-21,15,141.0,141.0,123.1302
2465,2023-11-21,16,72.2,72.2,-145.568
2466,2023-11-21,17,72.2,72.2,-179.8608
2467,2023-11-21,18,72.2,72.2,-407.14322
2468,2023-11-21,19,72.2,72.2,-431.73718
2469,2023-11-21,20,72.2,72.2,-377.3658
2470,2023-11-21,21,76.63,76.63,-111.21888
2471,2023-11-21,22,141.0,141.0,119.1573
2472,2023-11-21,23,141.0,141.0,84.3886
2473,2023-11-21,24,76.8,76.8,-95.03139
2474,2023-11-21,25,148.0,148.0,48.3063
2475,2023-11-21,26,76.93,76.93,-10.09196
2476,2023-11-21,27,76.93,76.93,-122.58821
2477,2023-11-21,28,76.97,76.97,-270.43683
2478,2023-11-21,29,76.97,76.97,-77.49428
2479,2023-11-21,30,139.0,139.0,219.6607
2480,2023-11-21,31,139.0,139.0,5.7329
2481,2023-11-21,32,142.0,142.0,135.7169
2482,2023-11-21,33,77.76,77.76,-53.2019
2483,2023-11-21,34,77.76,77.76,-183.4101
2484,2023-11-21,35,77.9,77.9,-8.83298
2485,2023-11-21,36,77.91,77.91,-13.7486
2486,2023-11-21,37,125.26,125.26,372.8383
2487,2023-11-21,38,125.39,125.39,388.2659
2488,2023-11-21,39,116.07,116.07,296.8209
2489,2023-11-21,40,114.28,114.28,167.6651
2490,2023-11-21,41,78.28,78.28,-26.5317
2491,2023-11-21,42,73.0,73.0,-319.12833
2492,2023-11-21,43,95.79,95.79,-386.1846
2493,2023-11-21,44,76.5,76.5,-409.0759
2494,2023-11-21,45,76.5,76.5,-90.87317
2495,2023-11-21,46,94.15,94.15,-46.88961
2496,2023-11-21,47,90.52,90.52,-169.79163
2497,2023-11-21,48,78.28,78.28,-63.11691
2498,2023-11-22,1,5.0,5.0,-489.0696
2499,2023-11-22,2,5.0,5.0,-174.8968
2500,2023-11-22,3,126.0,126.0,130.846
2501,2023-11-22,4,126.0,126.0,1.11971
2502,2023-11-22,5,1.0,1.0,-197.33421
2503,2023-11-22,6,7.0,7.0,-139.19409
2504,2023-11-22,7,7.0,7.0,-146.6385
2505,2023-11-22,8,100.0,100.0,-124.06212
2506,2023-11-22,9,100.0,100.0,-266.58823
2507,2023-11-22,10,8.0,8.0,-183.27492
2508,2023-11-22,11,30.0,30.0,-113.85059
2509,2023-11-22,12,25.0,25.0,-364.07672
2510,2023-11-22,13,30.0,30.0,-171.3046
2511,2023-11-22,14,115.1,115.1,383.2166
2512,2023-11-22,15,130.0,130.0,629.2787
2513,2023-11-22,16,130.0,130.0,499.9892
2514,2023-11-22,17,130.0,130.0,185.34239
2515,2023-11-22,18,127.0,127.0,139.0606
2516,2023-11-22,19,127.0,127.0,23.8265
2517,2023-11-22,20,127.0,127.0,110.11269
2518,2023-11-22,21,133.9,133.9,300.4808
2519,2023-11-22,22,127.0,127.0,316.446
2520,2023-11-22,23,60.0,60.0,-119.10659
2521,2023-11-22,24,60.0,60.0,-40.6934
2522,2023-11-22,25,127.0,127.0,119.0521
2523,2023-11-22,26,127.0,127.0,127.7254
2524,2023-11-22,27,120.0,120.0,46.9962
2525,2023-11-22,28,64.11,64.11,-78.01839
2526,2023-11-22,29,64.13,64.13,-238.90009
2527,2023-11-22,30,64.35,64.35,-191.015
2528,2023-11-22,31,127.0,127.0,223.7062
2529,2023-11-22,32,143.0,143.0,177.7977
2530,2023-11-22,33,122.38,122.38,100.2963
2531,2023-11-22,34,122.7,122.7,126.849
2532,2023-11-22,35,66.15,66.15,-58.9611
2533,2023-11-22,36,127.96,127.96,298.1456
2534,2023-11-22,37,142.69,142.69,226.2647
2535,2023-11-22,38,116.89,116.89,135.0091
2536,2023-11-22,39,109.47,109.47,174.7246
2537,2023-11-22,40,108.05,108.05,99.20731
2538,2023-11-22,41,127.0,127.0,84.7591
2539,2023-11-22,42,125.0,125.0,172.86841
2540,2023-11-22,43,115.0,115.0,59.19081
2541,2023-11-22,44,0.0,0.0,-76.36231
2542,2023-11-22,45,57.6901,57.6901,-39.1566
2543,2023-11-22,46,125.0,125.0,57.69562
2544,2023-11-22,47,63.58,63.58,-66.4122
2545,2023-11-22,48,36.62,36.62,-223.0689
2546,2023-11-23,1,29.39,29.39,-293.23843
2547,2023-11-23,2,30.19,30.19,-207.08253
2548,2023-11-23,3,30.07673,30.07673,-192.23434
2549,2023-11-23,4,-20.46,-20.46,-30.6685
2550,2023-11-23,5,124.5,124.5,70.4288
2551,2023-11-23,6,124.5,124.5,44.16601
2552,2023-11-23,7,124.5,124.5,278.82608
2553,2023-11-23,8,124.5,124.5,90.82851
2554,2023-11-23,9,31.3,31.3,-65.0364
2555,2023-11-23,10,31.3,31.3,-184.27611
2556,2023-11-23,11,-40.05,-40.05,-307.1862
2557,2023-11-23,12,-21.53,-21.53,-140.7727
2558,2023-11-23,13,109.88,109.88,308.4373
2559,2023-11-23,14,133.0,133.0,858.5113
2560,2023-11-23,15,34.98,34.98,-72.0336
2561,2023-11-23,16,78.28,78.28,-11.5744
2562,2023-11-23,17,34.98,34.98,-94.8138
2563,2023-11-23,18,32.35,32.35,-300.0938
2564,2023-11-23,19,133.0,133.0,155.82591
2565,2023-11-23,20,133.0,133.0,173.67651
2566,2023-11-23,21,70.0,70.0,-30.8906
2567,2023-11-23,22,34.98,34.98,-84.2553
2568,2023-11-23,23,-21.53,-21.53,-358.2165
2569,2023-11-23,24,-40.05,-40.05,-710.4706
2570,2023-11-23,25,-40.05,-40.05,-619.7004
2571,2023-11-23,26,1.11,1.11,-354.46964
2572,2023-11-23,27,1.25,1.25,-225.0275
2573,2023-11-23,28,62.09,62.09,-182.4082
2574,2023-11-23,29,63.62,63.62,-267.5861
2575,2023-11-23,30,32.35,32.35,-71.0013
2576,2023-11-23,31,134.0,134.0,263.0723
2577,2023-11-23,32,67.2,67.2,-2.4929
2578,2023-11-23,33,117.7502,117.7502,16.885
2579,2023-11-23,34,119.68,119.68,137.9858
2580,2023-11-23,35,32.35,32.35,-78.3521
2581,2023-11-23,36,125.68,125.68,195.0481
2582,2023-11-23,37,116.25,116.25,-21.92493
2583,2023-11-23,38,139.0,139.0,39.6376
2584,2023-11-23,39,32.35,32.35,-82.8121
2585,2023-11-23,40,22.0,22.0,-166.33188
2586,2023-11-23,41,5.0,5.0,-396.9386
2587,2023-11-23,42,1.15,1.15,-423.0329
2588,2023-11-23,43,1.3,1.3,-391.8744
2589,2023-11-23,44,-40.05,-40.05,-364.6165
2590,2023-11-23,45,1.15,1.15,-107.53166
2591,2023-11-23,46,1.15,1.15,-276.44424
2592,2023-11-23,47,18.17,18.17,-248.41669
2593,2023-11-23,48,18.17,18.17,-232.42416
2594,2023-11-24,1,0.53,0.53,-123.90872
2595,2023-11-24,2,0.59,0.59,-98.48371
2596,2023-11-24,3,18.17,18.17,-269.75815
2597,2023-11-24,4,-40.05,-40.05,-274.22488
2598,2023-11-24,5,-40.05,-40.05,-317.4165
2599,2023-11-24,6,-40.05,-40.05,-336.15582
2600,2023-11-24,7,-40.05,-40.05,-406.63882
2601,2023-11-24,8,-40.05,-40.05,-592.0857
2602,2023-11-24,9,-40.05,-40.05,-472.83908
2603,2023-11-24,10,-40.05,-40.05,-387.8198
2604,2023-11-24,11,-32.31438,-32.31438,-58.6404
2605,2023-11-24,12,125.0,125.0,110.2163
2606,2023-11-24,13,0.0,0.0,-243.848
2607,2023-11-24,14,128.0,128.0,223.5067
2608,2023-11-24,15,128.0,128.0,90.64549
2609,2023-11-24,16,128.0,128.0,199.65723
2610,2023-11-24,17,133.0,133.0,473.8273
2611,2023-11-24,18,133.0,133.0,326.71982
2612,2023-11-24,19,133.0,133.0,189.7373
2613,2023-11-24,20,133.0,133.0,223.19193
2614,2023-11-24,21,122.0,122.0,27.43311
2615,2023-11-24,22,99.13,99.13,-38.4019
2616,2023-11-24,23,129.6,129.6,71.62959
2617,2023-11-24,24,129.6,129.6,112.75759
2618,2023-11-24,25,39.15,39.15,-113.13551
2619,2023-11-24,26,39.75,39.75,-423.06387
2620,2023-11-24,27,39.81,39.81,-735.708
2621,2023-11-24,28,39.81,39.81,-481.5679
2622,2023-11-24,29,39.81,39.81,-189.44968
2623,2023-11-24,30,84.46,84.46,-71.69621
2624,2023-11-24,31,95.88,95.88,-77.697
2625,2023-11-24,32,50.07,50.07,-59.8263
2626,2023-11-24,33,141.8,141.8,64.053
2627,2023-11-24,34,153.9,153.9,431.206
2628,2023-11-24,35,153.9,153.9,302.3293
2629,2023-11-24,36,153.9,153.9,429.625
2630,2023-11-24,37,153.9,153.9,395.7625
2631,2023-11-24,38,153.9,153.9,294.5421
2632,2023-11-24,39,153.9,153.9,302.4595
2633,2023-11-24,40,141.9,141.9,133.8199
2634,2023-11-24,41,153.9,153.9,262.4564
2635,2023-11-24,42,153.9,153.9,196.3857
2636,2023-11-24,43,139.0,139.0,259.3832
2637,2023-11-24,44,139.0,139.0,178.6478
2638,2023-11-24,45,134.0,134.0,36.6146
2639,2023-11-24,46,134.0,134.0,33.4169
2640,2023-11-24,47,40.1,40.1,-140.8991
2641,2023-11-24,48,38.0,38.0,-88.43229
2642,2023-11-25,1,0.0,0.0,-225.7014
2643,2023-11-25,2,42.3,42.3,-17.6815
2644,2023-11-25,3,136.0,136.0,72.40911
2645,2023-11-25,4,136.0,136.0,40.0266
2646,2023-11-25,5,129.0,129.0,14.3315
2647,2023-11-25,6,56.0,56.0,-56.4408
2648,2023-11-25,7,59.86,59.86,-58.9786
2649,2023-11-25,8,129.0,129.0,10.95639
2650,2023-11-25,9,58.26,58.26,-109.5849
2651,2023-11-25,10,58.0,58.0,-248.1189
2652,2023-11-25,11,58.6,58.6,-507.2643
2653,2023-11-25,12,58.6,58.6,-501.261
2654,2023-11-25,13,64.35,64.35,-442.4228
2655,2023-11-25,14,40.0,40.0,-593.6059
2656,2023-11-25,15,40.05,40.05,-338.0835
2657,2023-11-25,16,41.05,41.05,-23.5043
2658,2023-11-25,17,129.45,129.45,99.7381
2659,2023-11-25,18,129.45,129.45,34.6754
2660,2023-11-25,19,136.0,136.0,46.3647
2661,2023-11-25,20,42.0,42.0,-131.14941
2662,2023-11-25,21,42.0,42.0,-386.7386
2663,2023-11-25,22,42.11,42.11,-266.0326
2664,2023-11-25,23,42.15,42.15,-123.47789
2665,2023-11-25,24,42.23,42.23,-68.7211
2666,2023-11-25,25,44.0,44.0,-78.8589
2667,2023-11-25,26,50.0,50.0,-80.0599
2668,2023-11-25,27,46.11,46.11,-212.8545
2669,2023-11-25,28,136.0,136.0,154.7982
2670,2023-11-25,29,126.0,126.0,11.71389
2671,2023-11-25,30,136.0,136.0,278.7814
2672,2023-11-25,31,150.0,150.0,392.1228
2673,2023-11-25,32,143.5,143.5,312.7861
2674,2023-11-25,33,135.0,135.0,215.8252
2675,2023-11-25,34,150.0,150.0,119.2611
2676,2023-11-25,35,149.95,149.95,63.9324
2677,2023-11-25,36,167.95,167.95,140.4559
2678,2023-11-25,37,167.95,167.95,27.2862
2679,2023-11-25,38,57.06,57.06,-240.90782
2680,2023-11-25,39,65.0,65.0,-98.22489
2681,2023-11-25,40,60.0,60.0,-385.9722
2682,2023-11-25,41,61.1,61.1,-362.9887
2683,2023-11-25,42,61.12,61.12,-102.0551
2684,2023-11-25,43,143.0,143.0,225.5905
2685,2023-11-25,44,136.0,136.0,97.1882
2686,2023-11-25,45,65.0,65.0,-95.16949
2687,2023-11-25,46,73.11,73.11,-17.4493
2688,2023-11-25,47,133.0,133.0,76.223
2689,2023-11-25,48,65.25,65.25,-29.79151
2690,2023-11-26,1,65.25,65.25,-83.25551
2691,2023-11-26,2,65.3,65.3,-80.58681
2692,2023-11-26,3,65.3,65.3,-165.6991
2693,2023-11-26,4,65.3,65.3,-246.2635
2694,2023-11-26,5,63.05,63.05,-166.4108
2695,2023-11-26,6,63.05,63.05,-216.8055
2696,2023-11-26,7,166.0,166.0,107.0956
2697,2023-11-26,8,66.0,66.0,-39.037
2698,2023-11-26,9,66.5,66.5,-150.47488
2699,2023-11-26,10,66.0,66.0,-287.734
2700,2023-11-26,11,63.0,63.0,-387.6576
2701,2023-11-26,12,66.5,66.5,-104.48351
2702,2023-11-26,13,66.5,66.5,-197.7926
2703,2023-11-26,14,66.5,66.5,-165.5454
2704,2023-11-26,15,63.0,63.0,-229.125
2705,2023-11-26,16,67.1,67.1,-86.1177
2706,2023-11-26,17,70.0,70.0,-9.4396
2707,2023-11-26,18,130.0,130.0,95.73471
2708,2023-11-26,19,67.54363,67.54363,-53.9187
2709,2023-11-26,20,128.0,128.0,12.3774
2710,2023-11-26,21,71.01,71.01,-93.0916
2711,2023-11-26,22,70.01,70.01,-238.72679
2712,2023-11-26,23,71.06,71.06,-165.14919
2713,2023-11-26,24,135.0,135.0,58.55691
2714,2023-11-26,25,135.0,135.0,239.3405
2715,2023-11-26,26,135.0,135.0,90.3557
2716,2023-11-26,27,135.0,135.0,119.9073
2717,2023-11-26,28,135.0,135.0,47.3235
2718,2023-11-26,29,74.25,74.25,-14.6388
2719,2023-11-26,30,76.0,76.0,-64.5147
2720,2023-11-26,31,76.02,76.02,-75.28399
2721,2023-11-26,32,149.5,149.5,169.5653
2722,2023-11-26,33,80.0,80.0,-62.5125
2723,2023-11-26,34,149.5,149.5,42.0
2724,2023-11-26,35,87.39,87.39,-38.9188
2725,2023-11-26,36,149.5,149.5,38.1977
2726,2023-11-26,37,149.5,149.5,24.326
2727,2023-11-26,38,147.09,147.09,0.2305
2728,2023-11-26,39,80.0,80.0,-1.6282
2729,2023-11-26,40,80.11,80.11,-361.6349
2730,2023-11-26,41,80.11,80.11,-220.66699
2731,2023-11-26,42,80.5,80.5,-62.375
2732,2023-11-26,43,80.5,80.5,-264.24957
2733,2023-11-26,44,80.5,80.5,-253.55551
2734,2023-11-26,45,80.11,80.11,-130.794
2735,2023-11-26,46,80.11,80.11,-67.99369
2736,2023-11-26,47,159.5,159.5,120.7845
2737,2023-11-26,48,166.0,166.0,35.2089
2738,2023-11-27,1,80.7,80.7,-12.1394
2739,2023-11-27,2,80.66,80.66,-76.72
2740,2023-11-27,3,80.66,80.66,-86.0493
2741,2023-11-27,4,80.7,80.7,-136.1875
2742,2023-11-27,5,80.69,80.69,-124.37499
2743,2023-11-27,6,149.4,149.4,127.30998
2744,2023-11-27,7,149.4,149.4,9.4819
2745,2023-11-27,8,80.7,80.7,-32.86151
2746,2023-11-27,9,80.7,80.7,-25.4371
2747,2023-11-27,10,144.88,144.88,202.827
2748,2023-11-27,11,115.4104,115.4104,311.2159
2749,2023-11-27,12,80.7,80.7,-122.46281
2750,2023-11-27,13,80.67,80.67,-254.841
2751,2023-11-27,14,75.0,75.0,-113.9258
2752,2023-11-27,15,61.0,61.0,-399.1073
2753,2023-11-27,16,61.0,61.0,-303.4531
2754,2023-11-27,17,80.7,80.7,-562.6574
2755,2023-11-27,18,80.7,80.7,-396.2232
2756,2023-11-27,19,80.96736,80.96736,-200.749
2757,2023-11-27,20,81.0,81.0,-13.57201
2758,2023-11-27,21,114.01,114.01,-0.41669
2759,2023-11-27,22,81.0,81.0,-45.64509
2760,2023-11-27,23,81.0,81.0,-104.00809
2761,2023-11-27,24,81.06,81.06,-100.0095
2762,2023-11-27,25,125.0,125.0,10.261
2763,2023-11-27,26,140.0,140.0,48.5674
2764,2023-11-27,27,139.9,139.9,350.3179
2765,2023-11-27,28,138.0,138.0,95.5369
2766,2023-11-27,29,135.0,135.0,11.5405
2767,2023-11-27,30,80.7,80.7,-137.8347
2768,2023-11-27,31,80.7,80.7,-539.3946
2769,2023-11-27,32,81.1,81.1,-205.586
2770,2023-11-27,33,81.1,81.1,-166.72298
2771,2023-11-27,34,73.0,73.0,-202.1634
2772,2023-11-27,35,81.1,81.1,-315.1116
2773,2023-11-27,36,81.12,81.12,-294.5805
2774,2023-11-27,37,81.5,81.5,-88.53541
2775,2023-11-27,38,127.9,127.9,200.72069
2776,2023-11-27,39,125.0,125.0,432.7749
2777,2023-11-27,40,125.0,125.0,567.2227
2778,2023-11-27,41,124.9,124.9,166.5123
2779,2023-11-27,42,81.28,81.28,-127.27899
2780,2023-11-27,43,119.9,119.9,45.07251
2781,2023-11-27,44,122.0,122.0,173.0123
2782,2023-11-27,45,81.31,81.31,-18.89321
2783,2023-11-27,46,81.28,81.28,-152.5135
2784,2023-11-27,47,81.1,81.1,-289.6187
2785,2023-11-27,48,81.28,81.28,-219.52821
2786,2023-11-28,1,81.28,81.28,-165.187
2787,2023-11-28,2,81.0,81.0,-46.0317
2788,2023-11-28,3,75.0,75.0,-415.1655
2789,2023-11-28,4,62.0,62.0,-470.2372
2790,2023-11-28,5,75.0,75.0,-83.7819
2791,2023-11-28,6,140.0,140.0,22.96551
2792,2023-11-28,7,95.12,95.12,158.0332
2793,2023-11-28,8,93.1,93.1,294.3335
2794,2023-11-28,9,100.86,100.86,348.483
2795,2023-11-28,10,62.1,62.1,-222.2461
2796,2023-11-28,11,163.0,163.0,228.9587
2797,2023-11-28,12,165.0,165.0,293.9091
2798,2023-11-28,13,160.1,160.1,188.9226
2799,2023-11-28,14,140.0,140.0,205.816
2800,2023-11-28,15,130.0,130.0,45.6239
2801,2023-11-28,16,157.69006,157.69006,154.9288
2802,2023-11-28,17,146.0,146.0,49.7982
2803,2023-11-28,18,146.0,146.0,42.2061
2804,2023-11-28,19,146.0,146.0,182.2959
2805,2023-11-28,20,94.92,94.92,-38.186
2806,2023-11-28,21,146.0,146.0,73.2098
2807,2023-11-28,22,81.0,81.0,-22.8798
2808,2023-11-28,23,159.0,159.0,261.1366
2809,2023-11-28,24,76.0,76.0,-184.1746
2810,2023-11-28,25,76.0,76.0,-176.6059
2811,2023-11-28,26,77.0,77.0,-168.61983
2812,2023-11-28,27,150.0,150.0,213.5753
2813,2023-11-28,28,154.0,154.0,93.5063
2814,2023-11-28,29,84.0,84.0,-30.3106
2815,2023-11-28,30,84.0,84.0,-9.8736
2816,2023-11-28,31,181.61,181.61,18.5932
2817,2023-11-28,32,181.61,181.61,86.5359
2818,2023-11-28,33,206.41,206.41,96.3523
2819,2023-11-28,34,100.0,100.0,-14.0169
2820,2023-11-28,35,89.2,89.2,-120.8672
2821,2023-11-28,36,82.42,82.42,-99.7085
2822,2023-11-28,37,80.0,80.0,-105.30169
2823,2023-11-28,38,79.0,79.0,-162.1886
2824,2023-11-28,39,153.86,153.86,93.1516
2825,2023-11-28,40,152.11014,152.11014,58.0542
2826,2023-11-28,41,79.01,79.01,-147.031
2827,2023-11-28,42,79.01,79.01,-238.6468
2828,2023-11-28,43,79.0,79.0,-259.1121
2829,2023-11-28,44,78.0,78.0,-340.5012
2830,2023-11-28,45,74.0,74.0,-403.461
2831,2023-11-28,46,65.12,65.12,-544.7414
2832,2023-11-28,47,79.5,79.5,-22.1477
2833,2023-11-28,48,130.0,130.0,81.8315
2834,2023-11-29,1,79.0,79.0,-191.4855
2835,2023-11-29,2,79.0,79.0,-285.77667
2836,2023-11-29,3,73.0,73.0,-820.3051
2837,2023-11-29,4,70.0,70.0,-700.76984
2838,2023-11-29,5,70.0,70.0,-737.7629
2839,2023-11-29,6,70.0,70.0,-459.3449
2840,2023-11-29,7,72.0,72.0,-300.3816
2841,2023-11-29,8,72.0,72.0,-377.5451
2842,2023-11-29,9,78.48,78.48,-54.6842
2843,2023-11-29,10,72.0,72.0,-238.44441
2844,2023-11-29,11,70.0,70.0,-549.611
2845,2023-11-29,12,73.0,73.0,-612.5464
2846,2023-11-29,13,73.11,73.11,-412.79358
2847,2023-11-29,14,73.32,73.32,-350.7218
2848,2023-11-29,15,143.23,143.23,219.624
2849,2023-11-29,16,152.44,152.44,547.679
2850,2023-11-29,17,158.88,158.88,285.9909
2851,2023-11-29,18,158.88,158.88,342.4478
2852,2023-11-29,19,73.51,73.51,-15.66241
2853,2023-11-29,20,142.0,142.0,24.6124
2854,2023-11-29,21,136.0,136.0,14.4155
2855,2023-11-29,22,73.81,73.81,-43.9067
2856,2023-11-29,23,137.89,137.89,165.8034
2857,2023-11-29,24,76.0,76.0,-26.9015
2858,2023-11-29,25,139.15,139.15,1.0846
2859,2023-11-29,26,140.65,140.65,30.7677
2860,2023-11-29,27,76.13,76.13,-126.17171
2861,2023-11-29,28,76.13,76.13,-192.9176
2862,2023-11-29,29,76.3,76.3,-183.8011
2863,2023-11-29,30,77.0,77.0,-336.332
2864,2023-11-29,31,77.0,77.0,-297.4858
2865,2023-11-29,32,85.0,85.0,-38.0312
2866,2023-11-29,33,274.68,274.68,89.29871
2867,2023-11-29,34,276.09,276.09,142.3031
2868,2023-11-29,35,78.01,78.01,-335.84998
2869,2023-11-29,36,78.01,78.01,-429.0145
2870,2023-11-29,37,78.01,78.01,-525.524
2871,2023-11-29,38,78.01,78.01,-214.79683
2872,2023-11-29,39,139.0,139.0,76.3637
2873,2023-11-29,40,177.5,177.5,151.76021
2874,2023-11-29,41,134.0,134.0,471.9333
2875,2023-11-29,42,124.11,124.11,305.037
2876,2023-11-29,43,134.0,134.0,478.4994
2877,2023-11-29,44,111.68,111.68,69.2285
